Outlet,Date,Time,NetSales,Tax,TotalAmount,ReceiptNumber,Items,TotalItem,PaymentMethod,UseLoyaltyCard
SHOP001,2025-08-25,11:39:32,0.0,0.0,0,SHOP001AUG2502242,Candy Latte (Gedhe),1,Cash,1
SHOP001,2025-08-25,11:43:15,27027.027,2972.973,30000,SHOP001AUG2502243,Candy Latte (Gedhe),1,BCA,0
SHOP002,2025-08-25,11:48:43,9009.009,990.991,10000,SHOP002AUG2500864,Susu Oat,1,Cash,0
SHOP001,2025-08-25,11:52:44,20720.721,2279.279,23000,SHOP001AUG2502244,Vanilla Latte,1,BCA,0
SHOP002,2025-08-25,11:54:34,18018.018,1981.982,20000,SHOP002AUG2500865,BLACK,1,BCA,0
SHOP002,2025-08-25,11:58:04,4504.505,495.495,5000,SHOP002AUG2500866,Air Mineral,1,Cash,0
SHOP001,2025-08-25,12:00:55,0.0,0.0,0,SHOP001AUG2502245,Croffle,1,Cash,1
SHOP001,2025-08-25,12:04:17,27027.027,2972.973,30000,SHOP001AUG2502246,Biru (Gedhe),1,BCA,0
SHOP002,2025-08-25,12:06:02,0.0,0.0,0,SHOP002AUG2500867,Candy Latte (Gedhe),1,Cash,1
SHOP002,2025-08-25,12:06:40,20720.721,2279.279,23000,SHOP002AUG2500868,Black Rice (Hot),1,BCA,0
SHOP003,2025-08-25,12:07:49,10810.811,1189.189,12000,SHOP003AUG2501549,Burnt Sugar,1,BCA,0
SHOP001,2025-08-25,12:13:13,27027.027,2972.973,30000,SHOP001AUG2502247,Thai Tea (Gedhe),1,BCA,0
SHOP002,2025-08-25,12:19:38,47747.748,5252.252,53000,SHOP002AUG2500869,"Happy Moca (Ice), Friendly Coffee (Hot double shot)",2,Cash,0
SHOP001,2025-08-25,12:22:06,45045.045,4954.955,50000,SHOP001AUG2502248,"WHITE, BLACK (Houseblend)",2,BCA,0
SHOP001,2025-08-25,12:36:07,10810.811,1189.189,12000,SHOP001AUG2502249,Nutella Meses,1,BCA,0
SHOP001,2025-08-25,12:39:50,18018.018,1981.982,20000,SHOP001AUG2502250,Americano (Hot Arabica),1,BCA,0
SHOP001,2025-08-25,12:41:47,20720.721,2279.279,23000,SHOP001AUG2502251,Friendly Coffee (Hot double shot),1,BCA,0
SHOP002,2025-08-25,12:44:19,18018.018,1981.982,20000,SHOP002AUG2500870,BLACK (Houseblend),1,BCA,0
SHOP001,2025-08-25,12:54:47,6306.306,693.694,7000,SHOP001AUG2502252,Extra Shot (Arabica),1,BCA,0
SHOP002,2025-08-25,12:57:19,18918.919,2081.081,21000,SHOP002AUG2500871,Lemon Tea (Ice),1,BCA,0
SHOP002,2025-08-25,12:58:35,27027.027,2972.973,30000,SHOP002AUG2500872,Thai Tea (Gedhe),1,BCA,0
SHOP001,2025-08-25,12:59:00,21621.622,2378.378,24000,SHOP001AUG2502253,Biru,1,Cash,0
SHOP001,2025-08-25,13:01:43,16216.216,1783.784,18000,SHOP001AUG2502254,Soft Tea,1,BCA,0
SHOP003,2025-08-25,13:11:16,27027.027,2972.973,30000,SHOP003AUG2501550,Matchapresso (Gedhe),1,BCA,0
SHOP001,2025-08-25,13:21:10,0.0,0.0,0,SHOP001AUG2502255,Cappuccino (Ice Houseblend),1,Cash,1
SHOP003,2025-08-25,13:28:42,22522.523,2477.477,25000,SHOP003AUG2501551,Matchapresso,1,BCA,0
SHOP001,2025-08-25,13:34:07,20720.721,2279.279,23000,SHOP001AUG2502256,Vanilla Latte,1,Cash,0
SHOP001,2025-08-25,13:34:35,18018.018,1981.982,20000,SHOP001AUG2502257,BLACK,1,Cash,0
SHOP003,2025-08-25,13:36:11,18918.919,2081.081,21000,SHOP003AUG2501552,Green Thai Tea,1,BCA,0
SHOP003,2025-08-25,13:39:25,40540.541,4459.459,45000,SHOP003AUG2501553,"Americano (Hot Houseblend), Matchapresso",2,BCA,0
SHOP002,2025-08-25,13:42:41,18018.018,1981.982,20000,SHOP002AUG2500873,Chamomile,1,BCA,0
SHOP001,2025-08-25,13:48:44,9009.009,990.991,10000,SHOP001AUG2502258,Donat Polos,1,BCA,0
SHOP003,2025-08-25,13:53:28,21621.622,2378.378,24000,SHOP003AUG2501554,Sitrus Cafe,1,Cash,0
SHOP001,2025-08-25,13:53:29,27027.027,2972.973,30000,SHOP001AUG2502259,WHITE (Arabica),1,BCA,0
SHOP002,2025-08-25,13:57:15,18018.018,1981.982,20000,SHOP002AUG2500874,Americano (Hot Houseblend),1,BCA,0
SHOP001,2025-08-25,13:58:00,18918.919,2081.081,21000,SHOP001AUG2502260,Jasmine (Ice),1,BCA,0
SHOP002,2025-08-25,14:01:47,10810.811,1189.189,12000,SHOP002AUG2500875,Banana Bread (Chocolate),1,BCA,0
SHOP003,2025-08-25,14:02:20,19819.82,2180.18,22000,SHOP003AUG2501555,Cappuccino (Ice Houseblend),1,BCA,0
SHOP003,2025-08-25,14:10:30,21621.622,2378.378,24000,SHOP003AUG2501556,Not Tiramisu Latte,1,BCA,0
SHOP001,2025-08-25,14:12:21,18018.018,1981.982,20000,SHOP001AUG2502261,Americano (Ice Arabica),1,BCA,0
SHOP003,2025-08-25,14:15:00,19819.82,2180.18,22000,SHOP003AUG2501557,Cappuccino (Hot Houseblend),1,BCA,0
SHOP002,2025-08-25,14:22:24,39639.64,4360.36,44000,SHOP002AUG2500876,"Lemon Tea (Ice), Basic Latte (Ice Arabica)",2,BCA,0
SHOP003,2025-08-25,14:25:46,20720.721,2279.279,23000,SHOP003AUG2501558,Moody,1,BCA,0
SHOP001,2025-08-25,14:27:02,10810.811,1189.189,12000,SHOP001AUG2502262,Gula Gula,1,BCA,0
SHOP002,2025-08-25,14:29:09,20720.721,2279.279,23000,SHOP002AUG2500877,Sunset,1,BCA,0
SHOP003,2025-08-25,14:29:40,18018.018,1981.982,20000,SHOP003AUG2501559,Americano (Hot Arabica),1,BCA,0
SHOP001,2025-08-25,14:47:04,27027.027,2972.973,30000,SHOP001AUG2502263,Green Thai Tea (Gedhe),1,BCA,0
SHOP001,2025-08-25,14:51:52,42342.342,4657.658,47000,SHOP001AUG2502264,"Cappuccino (Hot Arabica), Chocolate (Hot)",2,BCA,0
SHOP003,2025-08-25,14:59:24,10810.811,1189.189,12000,SHOP003AUG2501560,Burnt Sugar,1,Cash,0
SHOP001,2025-08-25,15:03:46,18918.919,2081.081,21000,SHOP001AUG2502265,Green Apple,1,BCA,0
SHOP001,2025-08-25,15:04:15,46846.847,5153.153,52000,SHOP001AUG2502266,"Cappuccino (Ice Houseblend), WHITE",2,BCA,0
SHOP001,2025-08-25,15:06:49,42342.342,4657.658,47000,SHOP001AUG2502267,"Summer, Not Tiramisu Latte",2,BCA,0
SHOP003,2025-08-25,15:09:12,18918.919,2081.081,21000,SHOP003AUG2501561,Jasmine (Hot),1,BCA,0
SHOP003,2025-08-25,15:19:12,21621.622,2378.378,24000,SHOP003AUG2501562,Berry Cake,1,BCA,0
SHOP003,2025-08-25,15:24:17,21621.622,2378.378,24000,SHOP003AUG2501563,Not Tiramisu Latte,1,BCA,0
SHOP001,2025-08-25,15:30:15,19819.82,2180.18,22000,SHOP001AUG2502268,Cappuccino (Hot Arabica),1,BCA,0
SHOP002,2025-08-25,15:36:19,20720.721,2279.279,23000,SHOP002AUG2500878,Basic Latte (Ice Houseblend),1,BCA,0
SHOP003,2025-08-25,15:40:52,21621.622,2378.378,24000,SHOP003AUG2501564,Apple Pie Latte,1,BCA,0
SHOP001,2025-08-25,15:50:25,10810.811,1189.189,12000,SHOP001AUG2502269,Burnt Sugar,1,Cash,0
SHOP003,2025-08-25,15:50:32,18018.018,1981.982,20000,SHOP003AUG2501565,BLACK,1,BCA,0
SHOP001,2025-08-25,15:51:05,16216.216,1783.784,18000,SHOP001AUG2502270,Soft Tea,1,BCA,0
SHOP003,2025-08-25,16:09:45,21621.622,2378.378,24000,SHOP003AUG2501566,Sitrus Cafe,1,BCA,0
SHOP001,2025-08-25,16:15:10,27027.027,2972.973,30000,SHOP001AUG2502271,Candy Latte (Gedhe),1,BCA,0
SHOP003,2025-08-25,16:17:23,20720.721,2279.279,23000,SHOP003AUG2501567,Basic Latte (Ice Arabica),1,BCA,0
SHOP002,2025-08-25,16:34:59,41441.441,4558.559,46000,SHOP002AUG2500879,"Biru, Cappuccino (Hot Arabica)",2,BCA,0
SHOP003,2025-08-25,16:42:57,27027.027,2972.973,30000,SHOP003AUG2501568,Candy Latte (Gedhe),1,BCA,0
SHOP001,2025-08-25,16:58:52,21621.622,2378.378,24000,SHOP001AUG2502272,Matcha Latte (Ice),1,BCA,0
SHOP003,2025-08-25,17:02:53,20720.721,2279.279,23000,SHOP003AUG2501569,Candy Latte,1,Cash,0
SHOP001,2025-08-25,17:04:52,19819.82,2180.18,22000,SHOP001AUG2502273,Cappuccino (Hot Houseblend),1,BCA,0
SHOP001,2025-08-25,17:04:54,4504.505,495.495,5000,SHOP001AUG2502274,Air Mineral,1,BCA,0
SHOP001,2025-08-25,17:17:43,0.0,0.0,0,SHOP001AUG2502275,Jus Semangka,1,Cash,1
SHOP003,2025-08-25,17:18:03,18018.018,1981.982,20000,SHOP003AUG2501570,BLACK,1,BCA,0
SHOP001,2025-08-25,17:19:42,19819.82,2180.18,22000,SHOP001AUG2502276,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-08-25,17:23:15,27027.027,2972.973,30000,SHOP001AUG2502277,Happy Moca (Hot),1,BCA,0
SHOP001,2025-08-25,17:30:10,27027.027,2972.973,30000,SHOP001AUG2502278,Creamy Chocolate Cake,1,Cash,0
SHOP001,2025-08-25,17:40:13,19819.82,2180.18,22000,SHOP001AUG2502279,Jus Semangka,1,BCA,0
SHOP001,2025-08-25,17:45:36,21621.622,2378.378,24000,SHOP001AUG2502280,Forbidden Berry,1,Cash,0
SHOP001,2025-08-25,17:46:23,10810.811,1189.189,12000,SHOP001AUG2502281,Espresso Houseblend (Basic Espresso),1,BCA,0
SHOP001,2025-08-25,17:46:57,18018.018,1981.982,20000,SHOP001AUG2502282,BLACK (Arabica),1,BCA,0
SHOP001,2025-08-25,17:47:53,18018.018,1981.982,20000,SHOP001AUG2502283,Lemons,1,BCA,0
SHOP002,2025-08-25,17:54:04,18018.018,1981.982,20000,SHOP002AUG2500880,Americano (Hot Houseblend),1,BCA,0
SHOP001,2025-08-25,17:54:44,20720.721,2279.279,23000,SHOP001AUG2502284,Moody,1,BCA,0
SHOP003,2025-08-25,17:56:26,18918.919,2081.081,21000,SHOP003AUG2501571,Shakencano,1,BCA,0
SHOP001,2025-08-25,18:10:16,27027.027,2972.973,30000,SHOP001AUG2502285,Friendly Coffee (Gedhe),1,BCA,0
SHOP001,2025-08-25,18:17:25,32432.432,3567.568,36000,SHOP001AUG2502286,"Extra Shot (Houseblend), Friendly Coffee (Gedhe)",2,BCA,0
SHOP001,2025-08-25,18:17:35,6306.306,693.694,7000,SHOP001AUG2502287,Extra Shot (Arabica),1,BCA,0
SHOP003,2025-08-25,18:17:36,20720.721,2279.279,23000,SHOP003AUG2501572,Basic Latte (Ice Houseblend),1,BCA,0
SHOP003,2025-08-25,18:19:12,10810.811,1189.189,12000,SHOP003AUG2501573,Espresso Arabica (Basic Espresso),1,BCA,0
SHOP001,2025-08-25,18:20:20,18918.919,2081.081,21000,SHOP001AUG2502288,Jasmine (Ice),1,BCA,0
SHOP001,2025-08-25,18:26:43,9009.009,990.991,10000,SHOP001AUG2502289,Susu Oat,1,Cash,0
SHOP002,2025-08-25,18:27:19,10810.811,1189.189,12000,SHOP002AUG2500881,Gula Gula,1,BCA,0
SHOP001,2025-08-25,18:27:49,27027.027,2972.973,30000,SHOP001AUG2502290,Happy Moca (Hot),1,BCA,0
SHOP003,2025-08-25,18:28:20,27027.027,2972.973,30000,SHOP003AUG2501574,WHITE,1,BCA,0
SHOP001,2025-08-25,18:33:13,18918.919,2081.081,21000,SHOP001AUG2502291,Lemon Tea (Hot),1,BCA,0
SHOP003,2025-08-25,18:35:09,20720.721,2279.279,23000,SHOP003AUG2501575,Hazelnut Latte,1,BCA,0
SHOP001,2025-08-25,18:42:00,20720.721,2279.279,23000,SHOP001AUG2502292,Friendly Coffee (Ice double shot),1,BCA,0
SHOP003,2025-08-25,18:45:06,18018.018,1981.982,20000,SHOP003AUG2501576,Lemons,1,BCA,0
SHOP003,2025-08-25,18:45:07,18018.018,1981.982,20000,SHOP003AUG2501577,Americano (Hot Houseblend),1,BCA,0
SHOP003,2025-08-25,18:45:13,27027.027,2972.973,30000,SHOP003AUG2501578,Hazelnut Latte (Gedhe),1,Cash,0
SHOP001,2025-08-25,18:48:36,22522.523,2477.477,25000,SHOP001AUG2502293,Chocolate (Hot),1,BCA,0
SHOP003,2025-08-25,18:51:01,22522.523,2477.477,25000,SHOP003AUG2501579,Chocolate (Ice),1,BCA,0
SHOP001,2025-08-25,18:57:48,27027.027,2972.973,30000,SHOP001AUG2502294,WHITE (Houseblend),1,BCA,0
SHOP003,2025-08-25,19:03:04,20720.721,2279.279,23000,SHOP003AUG2501580,Basic Latte (Ice Houseblend),1,Cash,0
SHOP003,2025-08-25,19:03:37,20720.721,2279.279,23000,SHOP003AUG2501581,Butterscotch,1,BCA,0
SHOP001,2025-08-25,19:05:43,37837.838,4162.162,42000,SHOP001AUG2502295,"BLACK (Arabica), Cappuccino (Ice Arabica)",2,BCA,0
SHOP001,2025-08-25,19:06:50,18018.018,1981.982,20000,SHOP001AUG2502296,Americano (Ice Houesblend),1,BCA,0
SHOP002,2025-08-25,19:18:49,20720.721,2279.279,23000,SHOP002AUG2500882,Friendly Coffee (Ice double shot),1,Cash,0
SHOP001,2025-08-25,19:22:13,9009.009,990.991,10000,SHOP001AUG2502297,Susu Oat,1,BCA,0
SHOP003,2025-08-25,19:22:19,25225.225,2774.775,28000,SHOP003AUG2501582,Croffle,1,BCA,0
SHOP001,2025-08-25,19:26:06,18018.018,1981.982,20000,SHOP001AUG2502298,Americano (Ice Arabica),1,Cash,0
SHOP003,2025-08-25,19:34:40,21621.622,2378.378,24000,SHOP003AUG2501583,Apple Pie Latte,1,BCA,0
SHOP001,2025-08-25,19:37:56,16216.216,1783.784,18000,SHOP001AUG2502299,Soft Tea,1,BCA,0
SHOP002,2025-08-25,19:37:58,20720.721,2279.279,23000,SHOP002AUG2500883,Friendly Coffee (Hot),1,BCA,0
SHOP003,2025-08-25,19:44:15,20720.721,2279.279,23000,SHOP003AUG2501584,Vanilla Latte,1,BCA,0
SHOP001,2025-08-25,19:49:54,19819.82,2180.18,22000,SHOP001AUG2502300,Cappuccino (Hot Arabica),1,Cash,0
SHOP001,2025-08-25,19:59:09,41441.441,4558.559,46000,SHOP001AUG2502301,"Friendly Coffee (Ice double shot), Friendly Coffee (Ice)",2,BCA,0
SHOP001,2025-08-25,20:07:12,16216.216,1783.784,18000,SHOP001AUG2502302,Soft Tea,1,BCA,0
SHOP002,2025-08-25,20:17:58,6306.306,693.694,7000,SHOP002AUG2500884,Extra Shot (Arabica),1,BCA,0
SHOP003,2025-08-25,20:23:09,54054.054,5945.946,60000,SHOP003AUG2501585,"Apple Pie Latte (Gedhe), Candy Latte (Gedhe)",2,BCA,0
SHOP002,2025-08-25,20:23:46,22522.523,2477.477,25000,SHOP002AUG2500885,Matchapresso,1,BCA,0
SHOP003,2025-08-25,20:28:14,20720.721,2279.279,23000,SHOP003AUG2501586,Candy Latte,1,BCA,0
SHOP001,2025-08-25,20:28:40,20720.721,2279.279,23000,SHOP001AUG2502303,Red Liquid,1,Cash,0
SHOP001,2025-08-25,20:35:56,45045.045,4954.955,50000,SHOP001AUG2502304,"Americano (Ice Houesblend), Apple Pie Latte (Gedhe)",2,BCA,0
SHOP002,2025-08-25,20:37:15,42342.342,4657.658,47000,SHOP002AUG2500886,"Butterscotch, Apple Pie Latte",2,BCA,0
SHOP001,2025-08-25,20:39:59,54054.054,5945.946,60000,SHOP001AUG2502305,"Green Thai Tea (Gedhe), Happy Moca (Hot)",2,BCA,0
SHOP001,2025-08-25,20:43:31,20720.721,2279.279,23000,SHOP001AUG2502306,Sunset,1,BCA,0
SHOP003,2025-08-25,20:50:55,27027.027,2972.973,30000,SHOP003AUG2501587,WHITE (Arabica),1,BCA,0
SHOP001,2025-08-25,20:51:42,49549.55,5450.45,55000,SHOP001AUG2502307,"Chocolate (Ice), Creamy Chocolate Cake",2,BCA,0
SHOP001,2025-08-25,20:55:48,18918.919,2081.081,21000,SHOP001AUG2502308,Shakencano,1,BCA,0
SHOP003,2025-08-25,21:02:59,6306.306,693.694,7000,SHOP003AUG2501588,Extra Shot (Arabica),1,BCA,0
SHOP003,2025-08-25,21:18:06,18018.018,1981.982,20000,SHOP003AUG2501589,Lemons,1,Cash,0
SHOP001,2025-08-25,21:21:49,18918.919,2081.081,21000,SHOP001AUG2502309,Jasmine (Hot),1,Cash,0
SHOP001,2025-08-25,21:32:38,20720.721,2279.279,23000,SHOP001AUG2502310,Butterscotch,1,BCA,0
SHOP003,2025-08-25,21:34:07,10810.811,1189.189,12000,SHOP003AUG2501590,Espresso Arabica (On The Rock),1,BCA,0
SHOP001,2025-08-25,21:49:13,27027.027,2972.973,30000,SHOP001AUG2502311,WHITE (Arabica),1,BCA,0
SHOP002,2025-08-25,21:50:10,18918.919,2081.081,21000,SHOP002AUG2500887,Green Apple,1,BCA,0
SHOP002,2025-08-25,21:50:11,47747.748,5252.252,53000,SHOP002AUG2500888,"Apple Pie Latte (Gedhe), Butterscotch",2,BCA,0
SHOP002,2025-08-25,22:01:14,20720.721,2279.279,23000,SHOP002AUG2500889,Hazelnut Latte,1,BCA,0
SHOP001,2025-08-25,22:02:07,20720.721,2279.279,23000,SHOP001AUG2502312,Candy Latte,1,Cash,0
SHOP001,2025-08-25,22:05:26,27027.027,2972.973,30000,SHOP001AUG2502313,Biru (Gedhe),1,BCA,0
SHOP001,2025-08-25,22:08:36,22522.523,2477.477,25000,SHOP001AUG2502314,Chocolate (Ice),1,BCA,0
SHOP001,2025-08-25,22:08:50,20720.721,2279.279,23000,SHOP001AUG2502315,Hazelnut Latte,1,BCA,0
SHOP001,2025-08-25,22:10:45,9009.009,990.991,10000,SHOP001AUG2502316,Susu Oat,1,BCA,0
SHOP002,2025-08-25,22:11:32,18018.018,1981.982,20000,SHOP002AUG2500890,Americano (Hot Houseblend),1,BCA,0
SHOP001,2025-08-25,22:14:13,13513.514,1486.486,15000,SHOP001AUG2502317,Nostaltea,1,BCA,0
SHOP001,2025-08-25,22:15:08,27027.027,2972.973,30000,SHOP001AUG2502318,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP002,2025-08-25,22:17:54,32432.432,3567.568,36000,SHOP002AUG2500891,"Banana Bread (Original), Matcha Latte (Ice)",2,BCA,0
SHOP001,2025-08-25,22:27:41,20720.721,2279.279,23000,SHOP001AUG2502319,Moody,1,BCA,0
SHOP002,2025-08-25,22:36:16,18018.018,1981.982,20000,SHOP002AUG2500892,Americano (Hot Houseblend),1,BCA,0
SHOP003,2025-08-25,22:38:28,21621.622,2378.378,24000,SHOP003AUG2501591,Berry Cake,1,BCA,0
SHOP001,2025-08-25,22:39:54,27027.027,2972.973,30000,SHOP001AUG2502320,Chocolate (Gedhe),1,Cash,0
SHOP002,2025-08-26,07:15:15,22522.523,2477.477,25000,SHOP002AUG2500893,Waffle,1,BCA,0
SHOP001,2025-08-26,07:30:43,6306.306,693.694,7000,SHOP001AUG2502321,Extra Shot (Arabica),1,BCA,0
SHOP001,2025-08-26,07:32:36,27027.027,2972.973,30000,SHOP001AUG2502322,WHITE,1,BCA,0
SHOP001,2025-08-26,07:36:10,18018.018,1981.982,20000,SHOP001AUG2502323,Americano (Hot Houseblend),1,BCA,0
SHOP001,2025-08-26,07:38:32,20720.721,2279.279,23000,SHOP001AUG2502324,Black Rice (Hot),1,Cash,0
SHOP001,2025-08-26,07:39:03,18918.919,2081.081,21000,SHOP001AUG2502325,Jasmine (Ice),1,BCA,0
SHOP001,2025-08-26,07:42:27,20720.721,2279.279,23000,SHOP001AUG2502326,Friendly Coffee (Ice double shot),1,BCA,0
SHOP001,2025-08-26,08:11:37,19819.82,2180.18,22000,SHOP001AUG2502327,Cappuccino (Ice Arabica),1,BCA,0
SHOP002,2025-08-26,08:23:34,41441.441,4558.559,46000,SHOP002AUG2500894,"Basic Latte (Ice Houseblend), Vanilla Latte",2,BCA,0
SHOP001,2025-08-26,08:26:55,27027.027,2972.973,30000,SHOP001AUG2502328,Chocolate (Gedhe),1,BCA,0
SHOP001,2025-08-26,08:27:40,20720.721,2279.279,23000,SHOP001AUG2502329,Vanilla Latte,1,BCA,0
SHOP001,2025-08-26,08:28:04,27027.027,2972.973,30000,SHOP001AUG2502330,Apple Pie Latte (Gedhe),1,BCA,0
SHOP001,2025-08-26,08:30:32,19819.82,2180.18,22000,SHOP001AUG2502331,Cappuccino (Ice Arabica),1,Cash,0
SHOP001,2025-08-26,08:43:59,19819.82,2180.18,22000,SHOP001AUG2502332,Cappuccino (Ice Arabica),1,BCA,0
SHOP001,2025-08-26,08:43:59,22522.523,2477.477,25000,SHOP001AUG2502333,Chocolate (Ice),1,BCA,0
SHOP001,2025-08-26,08:52:15,20720.721,2279.279,23000,SHOP001AUG2502334,Basic Latte (Ice Arabica),1,BCA,0
SHOP001,2025-08-26,09:00:38,0.0,0.0,0,SHOP001AUG2502335,Cappuccino (Ice Arabica),1,Cash,1
SHOP001,2025-08-26,09:13:38,27027.027,2972.973,30000,SHOP001AUG2502336,Chocolate (Gedhe),1,BCA,0
SHOP003,2025-08-26,09:14:40,27027.027,2972.973,30000,SHOP003AUG2501592,Happy Moca (Ice),1,BCA,0
SHOP003,2025-08-26,09:16:48,27027.027,2972.973,30000,SHOP003AUG2501593,Apple Pie Latte (Gedhe),1,BCA,0
SHOP003,2025-08-26,09:42:38,21621.622,2378.378,24000,SHOP003AUG2501594,Not Tiramisu Latte,1,BCA,0
SHOP001,2025-08-26,09:56:41,31531.532,3468.468,35000,SHOP001AUG2502337,"Nostaltea, BLACK",2,BCA,0
SHOP001,2025-08-26,09:58:33,54054.054,5945.946,60000,SHOP001AUG2502338,"Vanilla Latte (Gedhe), WHITE",2,BCA,0
SHOP001,2025-08-26,10:00:23,47747.748,5252.252,53000,SHOP001AUG2502339,"Creamy Chocolate Cake, Black Rice (Ice)",2,BCA,0
SHOP001,2025-08-26,10:13:07,19819.82,2180.18,22000,SHOP001AUG2502340,Pisang Coklat,1,BCA,0
SHOP003,2025-08-26,10:20:25,27027.027,2972.973,30000,SHOP003AUG2501595,Chocolate (Gedhe),1,BCA,0
SHOP003,2025-08-26,10:22:33,18018.018,1981.982,20000,SHOP003AUG2501596,Americano (Hot Houseblend),1,BCA,0
SHOP001,2025-08-26,10:30:16,27927.928,3072.072,31000,SHOP001AUG2502341,"Susu Oat, Shakencano",2,BCA,0
SHOP003,2025-08-26,10:30:47,18918.919,2081.081,21000,SHOP003AUG2501597,Green Apple,1,BCA,0
SHOP003,2025-08-26,10:32:28,13513.514,1486.486,15000,SHOP003AUG2501598,Nostaltea,1,BCA,0
SHOP003,2025-08-26,10:32:52,45945.946,5054.054,51000,SHOP003AUG2501599,"Lemon Tea (Hot), Friendly Coffee (Gedhe)",2,BCA,0
SHOP003,2025-08-26,10:34:55,49549.55,5450.45,55000,SHOP003AUG2501600,"Not Tiramisu Latte (Gedhe), Matchapresso",2,Cash,0
SHOP001,2025-08-26,10:35:43,20720.721,2279.279,23000,SHOP001AUG2502342,Black Rice (Hot),1,BCA,0
SHOP003,2025-08-26,10:37:28,20720.721,2279.279,23000,SHOP003AUG2501601,Red Liquid,1,BCA,0
SHOP003,2025-08-26,10:49:16,19819.82,2180.18,22000,SHOP003AUG2501602,Cappuccino (Hot Houseblend),1,BCA,0
SHOP002,2025-08-26,10:54:11,18018.018,1981.982,20000,SHOP002AUG2500895,Americano (Ice Houesblend),1,BCA,0
SHOP001,2025-08-26,11:05:09,6306.306,693.694,7000,SHOP001AUG2502343,Extra Shot (Arabica),1,Cash,0
SHOP002,2025-08-26,11:21:24,19819.82,2180.18,22000,SHOP002AUG2500896,Cappuccino (Hot Arabica),1,BCA,0
SHOP001,2025-08-26,11:22:22,18918.919,2081.081,21000,SHOP001AUG2502344,Jasmine (Hot),1,Cash,0
SHOP001,2025-08-26,11:22:33,39639.64,4360.36,44000,SHOP001AUG2502345,"Red Liquid, Lemon Tea (Hot)",2,Cash,0
SHOP001,2025-08-26,11:23:22,25225.225,2774.775,28000,SHOP001AUG2502346,Croffle,1,BCA,0
SHOP001,2025-08-26,11:25:29,20720.721,2279.279,23000,SHOP001AUG2502347,Red Liquid,1,BCA,0
SHOP001,2025-08-26,11:28:08,45945.946,5054.054,51000,SHOP001AUG2502348,"Shakencano, Matchapresso (Gedhe)",2,BCA,0
SHOP001,2025-08-26,11:30:24,18918.919,2081.081,21000,SHOP001AUG2502349,Green Apple,1,Cash,0
SHOP001,2025-08-26,11:31:23,27027.027,2972.973,30000,SHOP001AUG2502350,Not Tiramisu Latte (Gedhe),1,BCA,0
SHOP001,2025-08-26,11:35:03,39639.64,4360.36,44000,SHOP001AUG2502351,"Butterscotch, Jasmine (Ice)",2,Cash,0
SHOP002,2025-08-26,11:36:18,21621.622,2378.378,24000,SHOP002AUG2500897,Biru,1,BCA,0
SHOP001,2025-08-26,11:36:37,27027.027,2972.973,30000,SHOP001AUG2502352,Apple Pie Latte (Gedhe),1,BCA,0
SHOP001,2025-08-26,11:46:09,47747.748,5252.252,53000,SHOP001AUG2502353,"Red Liquid, Thai Tea (Gedhe)",2,BCA,0
SHOP001,2025-08-26,12:04:57,18918.919,2081.081,21000,SHOP001AUG2502354,Jasmine (Ice),1,BCA,0
SHOP001,2025-08-26,12:06:41,18018.018,1981.982,20000,SHOP001AUG2502355,Americano (Ice Arabica),1,BCA,0
SHOP003,2025-08-26,12:22:57,16216.216,1783.784,18000,SHOP003AUG2501603,Soft Tea,1,Cash,0
SHOP001,2025-08-26,12:31:42,18918.919,2081.081,21000,SHOP001AUG2502356,Shakencano,1,BCA,0
SHOP001,2025-08-26,12:38:22,27027.027,2972.973,30000,SHOP001AUG2502357,Creamy Chocolate Cake,1,BCA,0
SHOP003,2025-08-26,12:40:22,27027.027,2972.973,30000,SHOP003AUG2501604,Chocolate (Gedhe),1,Cash,0
SHOP003,2025-08-26,12:40:31,10810.811,1189.189,12000,SHOP003AUG2501605,Espresso Houseblend (Basic Espresso),1,BCA,0
SHOP002,2025-08-26,12:44:58,0.0,0.0,0,SHOP002AUG2500898,Basic Latte (Ice Arabica),1,Cash,1
SHOP003,2025-08-26,12:49:46,19819.82,2180.18,22000,SHOP003AUG2501606,Jus Semangka,1,Cash,0
SHOP001,2025-08-26,13:07:23,10810.811,1189.189,12000,SHOP001AUG2502358,Espresso Houseblend (On The Rock),1,BCA,0
SHOP003,2025-08-26,13:08:21,0.0,0.0,0,SHOP003AUG2501607,Friendly Coffee (Hot),1,Cash,1
SHOP003,2025-08-26,13:12:25,18918.919,2081.081,21000,SHOP003AUG2501608,Green Thai Tea,1,BCA,0
SHOP003,2025-08-26,13:13:57,20720.721,2279.279,23000,SHOP003AUG2501609,Red Liquid,1,BCA,0
SHOP001,2025-08-26,13:14:01,27027.027,2972.973,30000,SHOP001AUG2502359,Matchapresso (Gedhe),1,BCA,0
SHOP003,2025-08-26,13:21:57,21621.622,2378.378,24000,SHOP003AUG2501610,Cold Brew,1,BCA,0
SHOP002,2025-08-26,13:37:25,10810.811,1189.189,12000,SHOP002AUG2500899,Espresso Arabica (On The Rock),1,BCA,0
SHOP001,2025-08-26,13:38:35,25225.225,2774.775,28000,SHOP001AUG2502360,Croffle,1,BCA,0
